#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B0DECA
#Date Time: 2023-12-11 23:41:10.776
#Sample rate: 400000Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 1.25 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 20 mV/div Offset: -2.96 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -2 V Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.1 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.004238875568265142,3.050787066260679,-0.002805743479061373
-0.004236375568265141,3.050787066260679,-0.002472000149445819
-0.00423387556826514,3.049793916415505,-0.002138256819831012
-0.004231375568265141,3.050456016312288,-0.002805743479061373
-0.004228875568265141,3.05111811620907,-0.002138256819830708
-0.004226375568265142,3.050787066260679,-0.002138256819830708
-0.004223875568265141,3.050124966363896,-0.002138256819830708
-0.004221375568265142,3.05111811620907,-0.002472000149445667
-0.004218875568265141,3.050787066260679,-0.002472000149445819
-0.00421637556826514,3.049462866467114,-0.002805743479061222
-0.004213875568265141,3.049793916415505,-0.002472000149445819
-0.004211375568265141,3.050787066260678,-0.002472000149445819
-0.004208875568265141,3.050124966363896,-0.002472000149445819
-0.004206375568265141,3.049793916415505,-0.002472000149445819
-0.004203875568265142,3.050456016312288,-0.002138256819830708
-0.004201375568265141,3.050124966363896,-0.001804513490215154
-0.004198875568265142,3.049131816518722,-0.002138256819830557
-0.004196375568265141,3.049462866467114,-0.002805743479061373
-0.00419387556826514,3.050456016312287,-0.002472000149445515
-0.004191375568265141,3.049793916415505,-0.001804513490215154
-0.004188875568265141,3.049793916415505,-0.002472000149445971
-0.004186375568265142,3.050456016312288,-0.002805743479061373
-0.004183875568265141,3.050787066260679,-0.002138256819830708
-0.004181375568265142,3.050124966363897,-0.002138256819830708
-0.004178875568265141,3.049793916415505,-0.002805743479061373
-0.004176375568265142,3.050456016312287,-0.002805743479061373
-0.004173875568265141,3.050124966363896,-0.002138256819830708
-0.00417137556826514,3.049462866467114,-0.00213825681983086
-0.004168875568265141,3.049793916415505,-0.002472000149445819
-0.004166375568265141,3.050787066260679,-0.002472000149445819
-0.004163875568265142,3.050456016312288,-0.002138256819830708
-0.004161375568265141,3.049462866467114,-0.002805743479061373
-0.004158875568265142,3.050456016312287,-0.002805743479061373
-0.004156375568265141,3.050456016312288,-0.002138256819830708
-0.004153875568265142,3.049793916415505,-0.002138256819830708
-0.004151375568265141,3.049462866467114,-0.002472000149445819
-0.00414887556826514,3.050124966363896,-0.002805743479061222
-0.004146375568265141,3.050456016312288,-0.002472000149445819
-0.004143875568265141,3.049793916415505,-0.002138256819830708
-0.004141375568265142,3.049793916415505,-0.002472000149445819
-0.004138875568265141,3.050456016312288,-0.002805743479061373
-0.004136375568265142,3.050456016312288,-0.002138256819831012
-0.004133875568265141,3.049793916415505,-0.002138256819830708
-0.00413137556826514,3.049793916415505,-0.002472000149445971
-0.004128875568265141,3.050124966363896,-0.002805743479061373
-0.004126375568265141,3.050787066260678,-0.002472000149445667
-0.004123875568265141,3.049793916415505,-0.002138256819830708
-0.004121375568265141,3.050124966363896,-0.002472000149445819
-0.004118875568265142,3.050124966363896,-0.002472000149445819
-0.004116375568265141,3.05111811620907,-0.002138256819830708
-0.004113875568265142,3.050456016312288,-0.002138256819830708
-0.004111375568265141,3.049462866467114,-0.002805743479061373
-0.00410887556826514,3.049793916415505,-0.002805743479061222
-0.004106375568265141,3.050456016312288,-0.002472000149445819
-0.004103875568265141,3.050124966363896,-0.002138256819831012
-0.004101375568265142,3.050124966363896,-0.002805743479061373
-0.004098875568265141,3.050787066260679,-0.002472000149445819
-0.004096375568265142,3.050456016312288,-0.002472000149445819
-0.004093875568265141,3.050124966363896,-0.002472000149445819
-0.004091375568265142,3.050787066260678,-0.002472000149445819
-0.004088875568265141,3.05111811620907,-0.002472000149445819
-0.00408637556826514,3.050124966363896,-0.001804513490215457
-0.004083875568265141,3.049793916415505,-0.002472000149445819
-0.004081375568265141,3.050124966363896,-0.002805743479061373
-0.004078875568265142,3.050456016312288,-0.002472000149445819
-0.004076375568265141,3.050124966363896,-0.001804513490215154
-0.004073875568265142,3.049793916415505,-0.002472000149445515
-0.004071375568265141,3.050124966363896,-0.002472000149445819
-0.004068875568265142,3.050787066260678,-0.00213825681983086
-0.004066375568265141,3.049462866467114,-0.002138256819830708
-0.00406387556826514,3.049793916415505,-0.002472000149445667
-0.004061375568265141,3.050456016312288,-0.002138256819830708
-0.004058875568265141,3.049793916415505,-0.001804513490215154
-0.004056375568265142,3.049462866467114,-0.002138256819830708
-0.004053875568265141,3.050456016312288,-0.002472000149445819
-0.004051375568265142,3.050456016312288,-0.001804513490215457
-0.004048875568265141,3.049462866467114,-0.001804513490215154
-0.00404637556826514,3.050787066260679,-0.002472000149445667
-0.004043875568265141,3.050787066260679,-0.002138256819830708
-0.004041375568265141,3.049793916415505,-0.002138256819830708
-0.004038875568265141,3.049793916415505,-0.002138256819830708
-0.004036375568265141,3.050456016312288,-0.002472000149445819
-0.004033875568265142,3.049793916415505,-0.002138256819830708
-0.004031375568265141,3.049462866467114,-0.002472000149445819
-0.004028875568265142,3.050456016312287,-0.003139486808676624
-0.004026375568265141,3.050456016312288,-0.002138256819830708
-0.00402387556826514,3.049793916415505,-0.00213825681983086
-0.004021375568265141,3.049793916415505,-0.002472000149445819
