0	2023-09-05T17:31:11.585Z	-0.0023851971889938817	2.780751718936895
1	2023-09-05T17:31:12.923Z	2.773799670020677	-0.007019896466472497	1338
2	2023-09-05T17:31:14.261Z	-0.003047297085776446	2.7794275191433293	1338
3	2023-09-05T17:31:15.598Z	2.773799670020677	-0.006357796569689711	1337
4	2023-09-05T17:31:16.937Z	-0.0023851971889938817	2.7804206689885036	1339
5	2023-09-05T17:31:18.274Z	2.774792819865851	-0.007681996363255061	1337
6	2023-09-05T17:31:19.614Z	-0.0023851971889938817	2.781082768885286	1340
7	2023-09-05T17:31:20.952Z	2.7764480696078078	-0.008013046311646344	1338
8	2023-09-05T17:31:22.293Z	-0.00337834703416795	2.781082768885286	1341
9	2023-09-05T17:31:23.633Z	2.7741307199690683	-0.007019896466472497	1340
10	2023-09-05T17:31:24.974Z	-0.003047297085776446	2.7797585690917206	1341
11	2023-09-05T17:31:26.315Z	2.7741307199690683	-0.006357796569689711	1341
12	2023-09-05T17:31:27.656Z	-0.003047297085776446	2.7804206689885036	1341
13	2023-09-05T17:31:28.998Z	2.7734686200722853	-0.006357796569689711	1342
14	2023-09-05T17:31:30.339Z	-0.003047297085776446	2.779096469194938	1341
15	2023-09-05T17:31:31.678Z	2.7744617699174596	-0.006688846518081215	1339
16	2023-09-05T17:31:33.019Z	-0.0023851971889938817	2.7794275191433293	1341
17	2023-09-05T17:31:34.358Z	2.7741307199690683	-0.008013046311646344	1339
18	2023-09-05T17:31:35.699Z	-0.003047297085776446	2.7794275191433293	1341
19	2023-09-05T17:31:37.040Z	2.775123869814242	-0.007019896466472497	1341
20	2023-09-05T17:31:38.381Z	-0.003047297085776446	2.780751718936895	1341
21	2023-09-05T17:31:39.721Z	2.7728065201755028	-0.006357796569689711	1340
22	2023-09-05T17:31:41.061Z	-0.003047297085776446	2.780751718936895	1340
23	2023-09-05T17:31:42.400Z	2.773799670020677	-0.008013046311646344	1339
24	2023-09-05T17:31:43.739Z	-0.00337834703416795	2.780089619040112	1339
25	2023-09-05T17:31:45.077Z	2.773137570123894	-0.005695696672907147	1338
26	2023-09-05T17:31:46.417Z	-0.0027162471373851638	2.779096469194938	1340
27	2023-09-05T17:31:47.757Z	2.775454919762634	-0.006357796569689711	1340
28	2023-09-05T17:31:49.096Z	-0.0027162471373851638	2.7804206689885036	1339
29	2023-09-05T17:31:50.434Z	2.774792819865851	-0.008013046311646344	1338
30	2023-09-05T17:31:51.774Z	-0.00337834703416795	2.7794275191433293	1340
31	2023-09-05T17:31:53.115Z	2.773799670020677	-0.006688846518081215	1341
32	2023-09-05T17:31:54.453Z	-0.0010609973954285312	2.7814138188336774	1338
33	2023-09-05T17:31:55.793Z	2.775123869814242	-0.006688846518081215	1340
34	2023-09-05T17:31:57.133Z	-0.0020541472406025996	2.781082768885286	1340
35	2023-09-05T17:31:58.472Z	2.7744617699174596	-0.006688846518081215	1339
36	2023-09-05T17:31:59.811Z	-0.0023851971889938817	2.7797585690917206	1339
37	2023-09-05T17:32:01.151Z	2.773799670020677	-0.008013046311646344	1340
38	2023-09-05T17:32:02.491Z	-0.0013920473438198133	2.780751718936895	1340
39	2023-09-05T17:32:03.831Z	2.773137570123894	-0.007019896466472497	1340
40	2023-09-05T17:32:05.171Z	-0.0027162471373851638	2.780089619040112	1340
41	2023-09-05T17:32:06.510Z	2.774792819865851	-0.007350946414863779	1339
42	2023-09-05T17:32:07.851Z	-0.0017230972922113175	2.780751718936895	1341
43	2023-09-05T17:32:09.190Z	2.7734686200722853	-0.008344096260037848	1339
44	2023-09-05T17:32:10.529Z	-0.0020541472406025996	2.780751718936895	1339
45	2023-09-05T17:32:11.866Z	2.774792819865851	-0.007681996363255061	1337
46	2023-09-05T17:32:13.207Z	-0.0017230972922113175	2.781082768885286	1341
47	2023-09-05T17:32:14.546Z	2.773137570123894	-0.006688846518081215	1339
48	2023-09-05T17:32:15.885Z	-0.0017230972922113175	2.7797585690917206	1339
49	2023-09-05T17:32:17.225Z	2.7741307199690683	-0.006357796569689711	1340
50	2023-09-05T17:32:18.563Z	-0.0020541472406025996	2.780089619040112	1338
51	2023-09-05T17:32:19.902Z	2.7761170196594165	-0.007350946414863779	1339
52	2023-09-05T17:32:21.242Z	-0.0020541472406025996	2.780751718936895	1340
53	2023-09-05T17:32:22.581Z	2.7741307199690683	-0.008013046311646344	1339
54	2023-09-05T17:32:23.923Z	-0.0010609973954285312	2.7794275191433293	1342
55	2023-09-05T17:32:25.261Z	2.7734686200722853	-0.006688846518081215	1338
56	2023-09-05T17:32:26.601Z	-0.0017230972922113175	2.7817448687820687	1340
57	2023-09-05T17:32:27.940Z	2.7741307199690683	-0.00867514620842913	1339
58	2023-09-05T17:32:29.280Z	-0.0027162471373851638	2.7814138188336774	1340
59	2023-09-05T17:32:30.620Z	2.7744617699174596	-0.007019896466472497	1340
60	2023-09-05T17:32:31.961Z	-0.003047297085776446	2.7817448687820687	1341
61	2023-09-05T17:32:33.300Z	2.775454919762634	-0.006357796569689711	1339
62	2023-09-05T17:32:34.642Z	-0.00337834703416795	2.7804206689885036	1342
63	2023-09-05T17:32:35.980Z	2.77214442027872	-0.007681996363255061	1338
64	2023-09-05T17:32:37.320Z	-0.003709396982559232	2.779096469194938	1340
65	2023-09-05T17:32:38.660Z	2.775454919762634	-0.00867514620842913	1340
66	2023-09-05T17:32:40.000Z	-0.0023851971889938817	2.781082768885286	1340
67	2023-09-05T17:32:41.339Z	2.775123869814242	-0.007019896466472497	1339
68	2023-09-05T17:32:42.679Z	-0.00006784755025468492	2.779096469194938	1340
69	2023-09-05T17:32:44.017Z	2.7724754702271115	-0.005695696672907147	1338
70	2023-09-05T17:32:45.357Z	-0.0020541472406025996	2.7794275191433293	1340
71	2023-09-05T17:32:46.695Z	2.775123869814242	-0.005364646724515865	1338
72	2023-09-05T17:32:48.034Z	-0.0010609973954285312	2.7797585690917206	1339
73	2023-09-05T17:32:49.373Z	2.7728065201755028	-0.007019896466472497	1339
74	2023-09-05T17:32:50.713Z	-0.0020541472406025996	2.780751718936895	1340
75	2023-09-05T17:32:52.051Z	2.7724754702271115	-0.007350946414863779	1338
76	2023-09-05T17:32:53.390Z	-0.003047297085776446	2.779096469194938	1339
77	2023-09-05T17:32:54.729Z	2.7744617699174596	-0.006688846518081215	1339
78	2023-09-05T17:32:56.068Z	-0.0027162471373851638	2.780751718936895	1339
79	2023-09-05T17:32:57.407Z	2.773137570123894	-0.008344096260037848	1339
80	2023-09-05T17:32:58.747Z	-0.0020541472406025996	2.7814138188336774	1340
81	2023-09-05T17:33:00.085Z	2.7734686200722853	-0.005695696672907147	1338
82	2023-09-05T17:33:01.425Z	-0.0020541472406025996	2.780089619040112	1340
83	2023-09-05T17:33:02.764Z	2.773799670020677	-0.006357796569689711	1339
84	2023-09-05T17:33:04.104Z	-0.0023851971889938817	2.780751718936895	1340
85	2023-09-05T17:33:05.443Z	2.773799670020677	-0.007681996363255061	1339
86	2023-09-05T17:33:06.783Z	-0.0020541472406025996	2.780089619040112	1340
87	2023-09-05T17:33:08.121Z	2.774792819865851	-0.006688846518081215	1338
88	2023-09-05T17:33:09.460Z	-0.0017230972922113175	2.7814138188336774	1339
89	2023-09-05T17:33:10.800Z	2.7728065201755028	-0.006688846518081215	1340
90	2023-09-05T17:33:12.140Z	-0.0017230972922113175	2.7797585690917206	1340
91	2023-09-05T17:33:13.479Z	2.7741307199690683	-0.007681996363255061	1339
92	2023-09-05T17:33:14.819Z	-0.0020541472406025996	2.778103319349764	1340
93	2023-09-05T17:33:16.160Z	2.7734686200722853	-0.006688846518081215	1341
94	2023-09-05T17:33:17.500Z	-0.003709396982559232	2.779096469194938	1340
95	2023-09-05T17:33:18.838Z	2.775785969711025	-0.007350946414863779	1338
96	2023-09-05T17:33:20.178Z	-0.0023851971889938817	2.7787654192465467	1340
97	2023-09-05T17:33:21.518Z	2.773137570123894	-0.007350946414863779	1340
98	2023-09-05T17:33:22.858Z	-0.004702546827733078	2.7804206689885036	1340
99	2023-09-05T17:33:24.198Z	2.773137570123894	-0.007681996363255061	1340
100	2023-09-05T17:33:25.540Z	0.0002632023981368192	2.7804206689885036	1342
101	2023-09-05T17:33:26.879Z	2.7734686200722853	-0.007019896466472497	1339
102	2023-09-05T17:33:28.219Z	-0.0010609973954285312	2.7814138188336774	1340
103	2023-09-05T17:33:29.559Z	2.773799670020677	-0.007350946414863779	1340
104	2023-09-05T17:33:30.900Z	-0.0027162471373851638	2.780089619040112	1341
105	2023-09-05T17:33:32.239Z	2.773137570123894	-0.006688846518081215	1339
106	2023-09-05T17:33:33.578Z	-0.0023851971889938817	2.7817448687820687	1339
107	2023-09-05T17:33:34.918Z	2.775123869814242	-0.007350946414863779	1340
108	2023-09-05T17:33:36.258Z	-0.0027162471373851638	2.7804206689885036	1340
109	2023-09-05T17:33:37.597Z	2.774792819865851	-0.007350946414863779	1339
110	2023-09-05T17:33:38.937Z	-0.0023851971889938817	2.7804206689885036	1340
111	2023-09-05T17:33:40.276Z	2.775454919762634	-0.006688846518081215	1339
112	2023-09-05T17:33:41.617Z	-0.00337834703416795	2.779096469194938	1341
113	2023-09-05T17:33:42.955Z	2.7728065201755028	-0.008344096260037848	1338
114	2023-09-05T17:33:44.295Z	-0.0017230972922113175	2.7794275191433293	1340
115	2023-09-05T17:33:45.635Z	2.773137570123894	-0.006688846518081215	1340
116	2023-09-05T17:33:46.975Z	-0.0017230972922113175	2.779096469194938	1340
117	2023-09-05T17:33:48.314Z	2.7764480696078078	-0.007019896466472497	1339
118	2023-09-05T17:33:49.654Z	-0.0027162471373851638	2.780089619040112	1340
119	2023-09-05T17:33:50.992Z	2.774792819865851	-0.007019896466472497	1338
120	2023-09-05T17:33:52.332Z	-0.00337834703416795	2.7784343692981555	1340
121	2023-09-05T17:33:53.671Z	2.7728065201755028	-0.008013046311646344	1339
122	2023-09-05T17:33:55.010Z	-0.0027162471373851638	2.780089619040112	1339
123	2023-09-05T17:33:56.348Z	2.773137570123894	-0.007019896466472497	1338
124	2023-09-05T17:33:57.688Z	-0.0027162471373851638	2.777772269401373	1340
125	2023-09-05T17:33:59.027Z	2.7734686200722853	-0.006357796569689711	1339
126	2023-09-05T17:34:00.367Z	-0.00337834703416795	2.7804206689885036	1340
127	2023-09-05T17:34:01.705Z	2.773137570123894	-0.007350946414863779	1338
128	2023-09-05T17:34:03.046Z	-0.003047297085776446	2.7794275191433293	1341
129	2023-09-05T17:34:04.385Z	2.776779119556199	-0.008344096260037848	1339
130	2023-09-05T17:34:05.725Z	-0.0020541472406025996	2.7794275191433293	1340
131	2023-09-05T17:34:07.065Z	2.775454919762634	-0.009337246105211694	1340
132	2023-09-05T17:34:08.407Z	-0.0027162471373851638	2.779096469194938	1342
133	2023-09-05T17:34:09.745Z	2.773137570123894	-0.007019896466472497	1338
134	2023-09-05T17:34:11.086Z	-0.00337834703416795	2.780751718936895	1341
135	2023-09-05T17:34:12.426Z	2.7741307199690683	-0.007019896466472497	1340
136	2023-09-05T17:34:13.766Z	-0.0020541472406025996	2.780089619040112	1340
137	2023-09-05T17:34:15.106Z	2.7764480696078078	-0.006688846518081215	1340
138	2023-09-05T17:34:16.446Z	-0.0010609973954285312	2.7784343692981555	1340
139	2023-09-05T17:34:17.786Z	2.773799670020677	-0.007350946414863779	1340
140	2023-09-05T17:34:19.126Z	-0.0023851971889938817	2.7804206689885036	1340
141	2023-09-05T17:34:20.465Z	2.773799670020677	-0.007350946414863779	1339
142	2023-09-05T17:34:21.805Z	-0.0027162471373851638	2.781082768885286	1340
143	2023-09-05T17:34:23.145Z	2.773799670020677	-0.006026746621298429	1340
144	2023-09-05T17:34:24.484Z	-0.0013920473438198133	2.7774412194529816	1339
145	2023-09-05T17:34:25.822Z	2.7744617699174596	-0.00867514620842913	1338
146	2023-09-05T17:34:27.166Z	-0.0023851971889938817	2.7797585690917206	1344
147	2023-09-05T17:34:28.503Z	2.7734686200722853	-0.007681996363255061	1337
148	2023-09-05T17:34:29.844Z	-0.0017230972922113175	2.7797585690917206	1341
149	2023-09-05T17:34:31.183Z	2.7734686200722853	-0.008344096260037848	1339
150	2023-09-05T17:34:32.523Z	-0.0027162471373851638	2.7814138188336774	1340
151	2023-09-05T17:34:33.862Z	2.7744617699174596	-0.008344096260037848	1339
152	2023-09-05T17:34:35.203Z	-0.0027162471373851638	2.780751718936895	1341
153	2023-09-05T17:34:36.541Z	2.7741307199690683	-0.008344096260037848	1338
154	2023-09-05T17:34:37.882Z	-0.004040446930950514	2.7794275191433293	1341
155	2023-09-05T17:34:39.220Z	2.7734686200722853	-0.008013046311646344	1338
156	2023-09-05T17:34:40.561Z	-0.00337834703416795	2.779096469194938	1341
157	2023-09-05T17:34:41.900Z	2.773799670020677	-0.007350946414863779	1339
158	2023-09-05T17:34:43.241Z	-0.000398897498645967	2.780089619040112	1341
159	2023-09-05T17:34:44.581Z	2.7741307199690683	-0.006357796569689711	1340
160	2023-09-05T17:34:45.920Z	-0.003709396982559232	2.7784343692981555	1339
161	2023-09-05T17:34:47.259Z	2.775454919762634	-0.007681996363255061	1339
162	2023-09-05T17:34:48.601Z	-0.003047297085776446	2.7804206689885036	1342
163	2023-09-05T17:34:49.941Z	2.7741307199690683	-0.007019896466472497	1340
164	2023-09-05T17:34:51.281Z	-0.0027162471373851638	2.7817448687820687	1340
165	2023-09-05T17:34:52.622Z	2.775785969711025	-0.007681996363255061	1341
166	2023-09-05T17:34:53.961Z	-0.0020541472406025996	2.7804206689885036	1339
167	2023-09-05T17:34:55.300Z	2.773799670020677	-0.007681996363255061	1339
168	2023-09-05T17:34:56.642Z	-0.0017230972922113175	2.7814138188336774	1342
169	2023-09-05T17:34:57.982Z	2.773799670020677	-0.006688846518081215	1340
170	2023-09-05T17:34:59.323Z	-0.0027162471373851638	2.7817448687820687	1341
171	2023-09-05T17:35:00.662Z	2.7744617699174596	-0.006357796569689711	1339
172	2023-09-05T17:35:02.003Z	-0.003709396982559232	2.780751718936895	1341
173	2023-09-05T17:35:03.341Z	2.7744617699174596	-0.006688846518081215	1338
174	2023-09-05T17:35:04.681Z	-0.0027162471373851638	2.7804206689885036	1340
175	2023-09-05T17:35:06.019Z	2.7741307199690683	-0.006688846518081215	1338
176	2023-09-05T17:35:07.361Z	-0.004040446930950514	2.7814138188336774	1342
177	2023-09-05T17:35:08.700Z	2.774792819865851	-0.007350946414863779	1339
178	2023-09-05T17:35:10.042Z	-0.0020541472406025996	2.780089619040112	1342
179	2023-09-05T17:35:11.381Z	2.775454919762634	-0.009668296053602976	1339
180	2023-09-05T17:35:12.721Z	-0.0023851971889938817	2.780089619040112	1340
181	2023-09-05T17:35:14.060Z	2.775123869814242	-0.007019896466472497	1339
182	2023-09-05T17:35:15.400Z	-0.0020541472406025996	2.7797585690917206	1340
183	2023-09-05T17:35:16.739Z	2.773137570123894	-0.007681996363255061	1339
184	2023-09-05T17:35:18.079Z	-0.0017230972922113175	2.7814138188336774	1340
185	2023-09-05T17:35:19.418Z	2.775785969711025	-0.007019896466472497	1339
186	2023-09-05T17:35:20.759Z	-0.00337834703416795	2.7787654192465467	1341
187	2023-09-05T17:35:22.098Z	2.7724754702271115	-0.006357796569689711	1339
188	2023-09-05T17:35:23.438Z	-0.003047297085776446	2.7804206689885036	1340
189	2023-09-05T17:35:24.777Z	2.775454919762634	-0.006026746621298429	1339
190	2023-09-05T17:35:26.118Z	-0.003047297085776446	2.7784343692981555	1341
191	2023-09-05T17:35:27.458Z	2.775785969711025	-0.007019896466472497	1340
192	2023-09-05T17:35:28.797Z	-0.0023851971889938817	2.781082768885286	1339
193	2023-09-05T17:35:30.135Z	2.7734686200722853	-0.006357796569689711	1338
194	2023-09-05T17:35:31.477Z	-0.0020541472406025996	2.7797585690917206	1342
