50400	2023-09-04T09:04:48.225Z	998	-0.0023851971889938817	2.7761170196594165
50401	2023-09-04T09:04:49.221Z	996	2.775454919762634	-0.0027162471373851638
50402	2023-09-04T09:04:50.219Z	998	-0.0020541472406025996	2.7764480696078078
50403	2023-09-04T09:04:51.215Z	996	2.775454919762634	-0.0027162471373851638
50404	2023-09-04T09:04:52.213Z	998	-0.0027162471373851638	2.7761170196594165
50405	2023-09-04T09:04:53.209Z	996	2.775454919762634	-0.0023851971889938817
50406	2023-09-04T09:04:54.206Z	997	-0.0027162471373851638	2.775785969711025
50407	2023-09-04T09:04:55.202Z	996	2.7761170196594165	-0.003047297085776446
50408	2023-09-04T09:04:56.200Z	998	-0.0020541472406025996	2.775454919762634
50409	2023-09-04T09:04:57.195Z	995	2.7761170196594165	-0.0020541472406025996
50410	2023-09-04T09:04:58.193Z	998	-0.0020541472406025996	2.7764480696078078
50411	2023-09-04T09:04:59.189Z	996	2.775454919762634	-0.0023851971889938817
50412	2023-09-04T09:05:00.186Z	997	-0.003047297085776446	2.775123869814242
50413	2023-09-04T09:05:01.181Z	995	2.775785969711025	-0.0023851971889938817
50414	2023-09-04T09:05:02.178Z	997	-0.0027162471373851638	2.7764480696078078
50415	2023-09-04T09:05:03.174Z	996	2.775123869814242	-0.0023851971889938817
50416	2023-09-04T09:05:04.171Z	997	-0.0027162471373851638	2.775785969711025
50417	2023-09-04T09:05:05.167Z	996	2.7761170196594165	-0.0027162471373851638
50418	2023-09-04T09:05:06.165Z	998	-0.0023851971889938817	2.775454919762634
50419	2023-09-04T09:05:07.161Z	996	2.7761170196594165	-0.0023851971889938817
50420	2023-09-04T09:05:08.157Z	996	-0.0020541472406025996	2.775785969711025
50421	2023-09-04T09:05:09.153Z	996	2.7761170196594165	-0.0023851971889938817
50422	2023-09-04T09:05:10.149Z	996	-0.0027162471373851638	2.7764480696078078
50423	2023-09-04T09:05:11.146Z	997	2.775785969711025	-0.0027162471373851638
50424	2023-09-04T09:05:12.142Z	996	-0.0023851971889938817	2.7761170196594165
50425	2023-09-04T09:05:13.139Z	997	2.775454919762634	-0.0023851971889938817
50426	2023-09-04T09:05:14.136Z	997	-0.0020541472406025996	2.775785969711025
50427	2023-09-04T09:05:15.133Z	997	2.775454919762634	-0.0017230972922113175
50428	2023-09-04T09:05:16.130Z	997	-0.0027162471373851638	2.7764480696078078
50429	2023-09-04T09:05:17.126Z	996	2.7771101695045903	-0.0023851971889938817
50430	2023-09-04T09:05:18.124Z	998	-0.0020541472406025996	2.7764480696078078
50431	2023-09-04T09:05:19.121Z	997	2.7761170196594165	-0.0027162471373851638
50432	2023-09-04T09:05:20.117Z	996	-0.0027162471373851638	2.775785969711025
50433	2023-09-04T09:05:21.114Z	997	2.775454919762634	-0.0023851971889938817
50434	2023-09-04T09:05:22.111Z	997	-0.0020541472406025996	2.775454919762634
50435	2023-09-04T09:05:23.107Z	996	2.7761170196594165	-0.0020541472406025996
50436	2023-09-04T09:05:24.104Z	997	-0.003047297085776446	2.775454919762634
50437	2023-09-04T09:05:25.100Z	996	2.775785969711025	-0.0027162471373851638
50438	2023-09-04T09:05:26.097Z	997	-0.0023851971889938817	2.775123869814242
50439	2023-09-04T09:05:27.094Z	997	2.775785969711025	-0.0027162471373851638
50440	2023-09-04T09:05:28.091Z	997	-0.0023851971889938817	2.7761170196594165
50441	2023-09-04T09:05:29.086Z	995	2.7761170196594165	-0.0023851971889938817
50442	2023-09-04T09:05:30.083Z	997	-0.003047297085776446	2.776779119556199
50443	2023-09-04T09:05:31.080Z	997	2.775785969711025	-0.0023851971889938817
50444	2023-09-04T09:05:32.077Z	997	-0.0023851971889938817	2.775454919762634
50445	2023-09-04T09:05:33.072Z	995	2.775785969711025	-0.0020541472406025996
50446	2023-09-04T09:05:34.069Z	997	-0.0020541472406025996	2.775785969711025
50447	2023-09-04T09:05:35.064Z	995	2.7761170196594165	-0.0023851971889938817
50448	2023-09-04T09:05:36.061Z	997	-0.0027162471373851638	2.7761170196594165
50449	2023-09-04T09:05:37.056Z	995	2.7764480696078078	-0.0027162471373851638
50450	2023-09-04T09:05:38.052Z	996	-0.0027162471373851638	2.7764480696078078
50451	2023-09-04T09:05:39.048Z	996	2.7764480696078078	-0.0027162471373851638
50452	2023-09-04T09:05:40.046Z	998	-0.0020541472406025996	2.7764480696078078
50453	2023-09-04T09:05:41.041Z	995	2.775454919762634	-0.0023851971889938817
50454	2023-09-04T09:05:42.040Z	999	-0.0023851971889938817	2.776779119556199
50455	2023-09-04T09:05:43.036Z	996	2.775785969711025	-0.003047297085776446
50456	2023-09-04T09:05:44.033Z	997	-0.0027162471373851638	2.7764480696078078
50457	2023-09-04T09:05:45.029Z	996	2.775454919762634	-0.0027162471373851638
50458	2023-09-04T09:05:46.026Z	997	-0.0027162471373851638	2.775785969711025
50459	2023-09-04T09:05:47.022Z	996	2.775454919762634	-0.0023851971889938817
50460	2023-09-04T09:05:48.020Z	998	-0.0023851971889938817	2.775785969711025
50461	2023-09-04T09:05:49.015Z	995	2.7761170196594165	-0.0027162471373851638
50462	2023-09-04T09:05:50.013Z	998	-0.0027162471373851638	2.776779119556199
50463	2023-09-04T09:05:51.009Z	996	2.7764480696078078	-0.0023851971889938817
50464	2023-09-04T09:05:52.006Z	997	-0.0027162471373851638	2.7761170196594165
50465	2023-09-04T09:05:53.001Z	995	2.7764480696078078	-0.0023851971889938817
50466	2023-09-04T09:05:53.998Z	997	-0.0027162471373851638	2.7761170196594165
